,reviewerID,asin,helpful,overall
1477,A3UZITVEOSRRHD,B0002E1O2M,"[1, 1]",3.0
1478,A2GVH4P25TXN8M,B0002E1O2M,"[0, 0]",5.0
1479,A6KYDNP84GGGJ,B0002E1O2M,"[0, 0]",5.0
1480,A3BEKIXEMSZ9PL,B0002E1O2M,"[0, 0]",5.0
1481,A35JPJHGOSPZX9,B0002E1O2M,"[0, 0]",5.0
1482,A1N46MR82AUE4T,B0002E1O2M,"[0, 0]",5.0
1483,A1TSKKBNV38E8Y,B0002E1O2M,"[0, 1]",3.0
1484,A3D0PD45BHLXFX,B0002E1O2M,"[0, 0]",5.0
1485,A3R8XCQYDNQIAA,B0002E1O2M,"[0, 0]",5.0
1486,A3LOJ2QHXITCF7,B0002E1O2M,"[0, 0]",5.0
1487,A2AWJRUEY9IG4B,B0002E1O2M,"[0, 0]",4.0
1488,A35HTG0YUEKFGM,B0002E1O2M,"[0, 1]",1.0
1489,A3TOND09136H4A,B0002E1O2W,"[0, 0]",5.0
1490,A1VG6TG6LKBPKP,B0002E1O2W,"[0, 0]",5.0
1491,A2Y7BSQG9V3LNG,B0002E1O2W,"[0, 0]",4.0
1492,A1EW1P6BB16GP6,B0002E1O2W,"[0, 0]",3.0
1493,AW91VDERXXKGT,B0002E1O2W,"[4, 4]",5.0
1494,A2158NV89I72OP,B0002E1O2W,"[0, 0]",4.0
1495,ACVSCM9GWLNLS,B0002E1O2W,"[0, 0]",3.0
1496,A22SZV0N4O2FQM,B0002E1O3G,"[2, 2]",5.0
1497,A2UDGB5BTYY51,B0002E1O3G,"[0, 0]",5.0
1498,A3RDS0DJ5EJGA7,B0002E1O3G,"[0, 0]",5.0
1499,A1QE7VZE507TO7,B0002E1O3G,"[0, 0]",5.0
1500,A3PQULECO9OAV6,B0002E1O3G,"[0, 1]",2.0
1501,A34KO3JNKTZU6Y,B0002E1O3G,"[0, 0]",5.0
1502,A34VZEFXQJJ7AT,B0002E1O3G,"[0, 0]",5.0
1503,A3A3ZCWP7Z4V4K,B0002E1O3G,"[0, 1]",5.0
1504,A2S9M3F1Z2XIQG,B0002E1O3G,"[0, 0]",5.0
1505,A1RGF9CS1V8O14,B0002E1O3G,"[0, 0]",5.0
1506,A35JPJHGOSPZX9,B0002E1O3G,"[0, 0]",5.0
1507,ASNGOBUI6WHNV,B0002E1O3G,"[0, 0]",2.0
1508,AW91VDERXXKGT,B0002E1O3G,"[5, 6]",4.0
1509,A7ZP18XOIJADI,B0002E1O3G,"[0, 0]",5.0
1510,A2TBAUW2W7J538,B0002E1O3G,"[25, 25]",5.0
1511,A3IELJ39K3QL7,B0002E1O3G,"[0, 0]",3.0
1512,A2UDGB5BTYY51,B0002E1O5E,"[0, 0]",4.0
1513,AB39UO500J4EP,B0002E1O5E,"[0, 0]",5.0
1514,A3DIN9E5QQZ6VT,B0002E1O5E,"[0, 0]",5.0
1515,A256QA9N8ZK520,B0002E1O5E,"[1, 1]",5.0
1516,A15TYOEWBQYF0X,B0002E1O5E,"[0, 0]",5.0
1517,AW97HQETLQ25Y,B0002E1O5E,"[1, 1]",4.0
1518,AKT2VSLZHDD81,B0002E1O5E,"[1, 1]",5.0
1519,A1O7G2PW6LGL0G,B0002E1O5E,"[1, 1]",5.0
1520,A6KYDNP84GGGJ,B0002E1O5E,"[1, 1]",5.0
1521,A34VZEFXQJJ7AT,B0002E1O5E,"[1, 1]",5.0
1522,A1RGF9CS1V8O14,B0002E1O5E,"[1, 1]",5.0
1523,A1N46MR82AUE4T,B0002E1O5E,"[1, 1]",5.0
1524,A356RFKNIG043B,B0002E1O5E,"[6, 9]",3.0
1525,A2QPZKGUDE7RJ4,B0002E1O5E,"[3, 3]",5.0
1526,A2ZBSEZ211C4QW,B0002E1O5E,"[1, 1]",5.0
1527,AWKVQQZKTRFAL,B0002E1O7M,"[0, 0]",4.0
1528,A3MTR7P9PYAALX,B0002E1O7M,"[0, 0]",5.0
1529,A1SD1C8XK3Z3V1,B0002E1O7M,"[0, 0]",5.0
1530,A1M3XD9UV3PD3I,B0002E1O7M,"[0, 0]",5.0
1531,A1YP96MT6W9FTB,B0002E1O7M,"[6, 6]",4.0
1532,AKALIDNS3NMZ7,B0002E1O7M,"[0, 0]",5.0
1533,AAYAXHC63IX1D,B0002E1O7M,"[0, 1]",5.0
1534,AHQTXJQX2584I,B0002E1O7M,"[0, 0]",5.0
1535,A3872Y2XH0YDX1,B0002E1O7W,"[1, 1]",5.0
1536,A2EZWZ8MBEDOLN,B0002E1O7W,"[1, 1]",5.0
1537,A26M5O53PHZTKN,B0002E1O7W,"[2, 2]",5.0
1538,AKT2VSLZHDD81,B0002E1O7W,"[0, 0]",5.0
1539,A109ME7C09HM2M,B0002E1O7W,"[0, 0]",5.0
1540,A3N27L13CWJ9HY,B0002E1O7W,"[0, 0]",4.0
1541,A2S9M3F1Z2XIQG,B0002E1O7W,"[0, 0]",5.0
1542,A2QPZKGUDE7RJ4,B0002E1O7W,"[0, 0]",5.0
1543,A2TBAUW2W7J538,B0002E1O7W,"[0, 0]",5.0
1544,A3HEPYV00SNCQA,B0002E1O7W,"[1, 1]",5.0
1545,A30J7WQV0ZNRXG,B0002E1O90,"[4, 5]",5.0
1546,A2GVH4P25TXN8M,B0002E1O90,"[3, 3]",5.0
1547,A2G3VQU2GRN8BU,B0002E1O90,"[0, 0]",5.0
1548,A1IDPIC36H49JX,B0002E1O90,"[2, 3]",5.0
1549,A3P2J1W1RBUX6Q,B0002E1O90,"[2, 2]",5.0
1550,A13TQHVN7WBUPD,B0002E1OVS,"[0, 0]",4.0
1551,A2U7ZM8TAJUFPQ,B0002E1OVS,"[0, 0]",4.0
1552,AXG9N4QFS4QYP,B0002E1OVS,"[0, 0]",5.0
1553,AZMHABTPXVLG3,B0002E1OVS,"[3, 3]",4.0
1554,A2E9IR4TGNXY6L,B0002E1OVS,"[0, 0]",5.0
1555,AJCHGS1GND4OA,B0002E2EOE,"[2, 2]",5.0
1556,A1JDT2X4BYHZZL,B0002E2EOE,"[0, 0]",5.0
1557,A26M5O53PHZTKN,B0002E2EOE,"[8, 8]",3.0
1558,A3JUQ2E799OC5B,B0002E2EOE,"[0, 0]",5.0
1559,A1C0O09LOLVI39,B0002E2EOE,"[0, 0]",3.0
1560,A3SMT15X2QVUR8,B0002E2EOE,"[58, 59]",5.0
1561,A1DVUFG2QSJ6IK,B0002E2G24,"[1, 1]",5.0
1562,A1EWYZI4ZHU9XZ,B0002E2G24,"[3, 3]",3.0
1563,A2RCV60MNI5VTV,B0002E2G24,"[1, 1]",4.0
1564,A136IQFGB01KQB,B0002E2G24,"[0, 0]",3.0
1565,A3ITN3125FJETP,B0002E2G24,"[0, 0]",5.0
1566,A7IZNVL7JXLM,B0002E2G2O,"[4, 4]",5.0
1567,AF331KJH45RIH,B0002E2G2O,"[2, 2]",3.0
1568,AZVME8JMPD3F4,B0002E2G2O,"[0, 4]",3.0
1569,ADH0O8UVJOT10,B0002E2G2O,"[4, 5]",5.0
1570,AENULRBQ2IE5I,B0002E2G2O,"[0, 0]",4.0
1571,A2BB6IKKR4G40J,B0002E2GMY,"[0, 0]",2.0
1572,A126XEMCLHPBNZ,B0002E2GMY,"[0, 0]",5.0
1573,A15TYOEWBQYF0X,B0002E2GMY,"[0, 0]",5.0
1574,A36OSNJ4YJSGEP,B0002E2GMY,"[1, 1]",5.0
1575,A1DVUFG2QSJ6IK,B0002E2GMY,"[0, 0]",5.0
1576,A3A3ZCWP7Z4V4K,B0002E2GMY,"[0, 0]",5.0
1577,A3VINMY1DIEHL7,B0002E2GMY,"[0, 0]",5.0
1578,A3FUKVX3B48315,B0002E2GMY,"[0, 0]",4.0
1579,A2ZGEV4CTSCTIZ,B0002E2GMY,"[1, 2]",4.0
1580,A164BJ2NU1NSJZ,B0002E2GMY,"[0, 0]",5.0
1581,A3D0PD45BHLXFX,B0002E2GMY,"[0, 0]",3.0
1582,A3SUC2DJYHUU9Y,B0002E2GMY,"[0, 0]",3.0
1583,A27L5L6I7OSV5B,B0002E2GMY,"[0, 0]",5.0
1584,A2QMNA0ZT6XMRR,B0002E2GMY,"[1, 1]",5.0
1585,A330W6L217G0U6,B0002E2GMY,"[0, 0]",3.0
1586,AWQQ1QHCECDJ3,B0002E2GMY,"[0, 0]",4.0
1587,AKYDGCKCY7H9F,B0002E2GMY,"[0, 0]",4.0
1588,AFBETARDFURG,B0002E2GMY,"[0, 0]",4.0
1589,A18RGYRCEN181M,B0002E2GMY,"[0, 0]",4.0
1590,A31B0LYT2C92SN,B0002E2GMY,"[5, 5]",5.0
1591,AENULRBQ2IE5I,B0002E2GMY,"[0, 0]",5.0
1592,A3E0CF25A7LD2,B0002E2GMY,"[0, 0]",5.0
1593,A1EVEQAR05SY7L,B0002E2GMY,"[0, 0]",4.0
1594,AJK15Q9JOEHRH,B0002E2KPC,"[0, 0]",5.0
1595,AETQIN7OH0RL9,B0002E2KPC,"[0, 0]",4.0
1596,A1H55L0BLPCWYF,B0002E2KPC,"[0, 0]",5.0
1597,AWV58YYFEAUL0,B0002E2KPC,"[0, 0]",5.0
1598,A2FIYXK97CTS6D,B0002E2KPC,"[1, 1]",5.0
1599,A21DER2RMJIDX7,B0002E2KPC,"[0, 0]",4.0
1600,A2FC9LNES7BVOJ,B0002E2KPC,"[0, 0]",5.0
1601,A2Y1R8CZMTALJP,B0002E2KPC,"[0, 0]",5.0
1602,A1SFZ6FGGM3D2U,B0002E2KPC,"[0, 0]",2.0
1603,A1NN5S1D0ZTK6W,B0002E2KPC,"[0, 0]",5.0
1604,A1MVH1WLYDHZ49,B0002E2KPC,"[0, 0]",4.0
1605,A32BCTL0HLOXRV,B0002E2KPC,"[1, 1]",5.0
1606,A2AJKYCZ1WC4UP,B0002E2KPC,"[0, 0]",5.0
1607,A2FCEH4VOA71GU,B0002E2KPC,"[0, 0]",4.0
1608,A3K96R872MUM3D,B0002E2KPC,"[0, 0]",4.0
1609,AOY459LVUBKLO,B0002E2KPC,"[1, 1]",5.0
1610,A14CQY582WMP7O,B0002E2KPC,"[0, 0]",5.0
1611,A34O0KQV4QXWNQ,B0002E2KPC,"[0, 0]",4.0
1612,A1LU9607CVAMIF,B0002E2KPC,"[0, 0]",4.0
1613,A15TYOEWBQYF0X,B0002E2KPC,"[0, 0]",5.0
1614,AKT2VSLZHDD81,B0002E2KPC,"[0, 0]",5.0
1615,A2FN5DGPDO01W,B0002E2KPC,"[0, 0]",4.0
1616,A109ME7C09HM2M,B0002E2KPC,"[0, 0]",5.0
1617,A31BL556QXBJBZ,B0002E2KPC,"[0, 0]",5.0
1618,A1XJKAH0QCUVWD,B0002E2KPC,"[0, 0]",5.0
1619,A1JJ61UV88EAP5,B0002E2KPC,"[0, 0]",3.0
1620,A5RJ7TM82RH0I,B0002E2KPC,"[0, 0]",5.0
1621,A8MTE6SIYM0GY,B0002E2KPC,"[0, 0]",5.0
1622,AGKM79EXVZHPL,B0002E2KPC,"[0, 0]",5.0
1623,A34KO3JNKTZU6Y,B0002E2KPC,"[0, 0]",5.0
1624,A2074KEJGRYJV4,B0002E2KPC,"[0, 0]",4.0
1625,A2IN5BKM9IQT6Z,B0002E2KPC,"[0, 0]",5.0
1626,A1GM034H7XPDEW,B0002E2KPC,"[3, 3]",5.0
1627,A38HMS5RYSYF8G,B0002E2KPC,"[0, 0]",5.0
1628,A15RCM1I2ATTXJ,B0002E2KPC,"[0, 0]",3.0
1629,A372X4QU0YYLSM,B0002E2KPC,"[0, 0]",4.0
1630,A2WROWUBLQ9GZZ,B0002E2KPC,"[1, 1]",4.0
1631,A3EUD541ZM0R0R,B0002E2KPC,"[0, 0]",5.0
1632,A1EMTRDX5PBNCP,B0002E2KPC,"[0, 0]",4.0
1633,A2UYE434RFINE,B0002E2KPC,"[0, 0]",3.0
1634,A3JXFUXN03IUT5,B0002E2KPC,"[0, 0]",5.0
1635,A2E2CJWPL1YMAR,B0002E2KPC,"[0, 0]",5.0
1636,A1LHKVHP38M046,B0002E2KPC,"[0, 0]",5.0
1637,ADOSJR623FDF1,B0002E2KPC,"[0, 0]",5.0
1638,A5MC7LP0ZBO4Q,B0002E2KPC,"[0, 0]",5.0
1639,A9P4Q7KX35RS2,B0002E2KPC,"[0, 0]",5.0
1640,A29PEU8AQGFQ9X,B0002E2KPC,"[0, 0]",4.0
1641,A52GGV55KT8AV,B0002E2KPC,"[0, 0]",5.0
1642,A1O3P80RRDUV5P,B0002E2KPC,"[0, 0]",1.0
1643,A2DE5UPQJSIPKR,B0002E2KPC,"[0, 0]",4.0
1644,A1UKMEC156SHOD,B0002E2KPC,"[0, 0]",5.0
1645,AE9C0UNXBV8CB,B0002E2KPC,"[0, 0]",5.0
1646,A2G9UCBLL9YLET,B0002E2KPC,"[0, 0]",5.0
1647,A1K2VGY3VJ6XI0,B0002E2KPC,"[0, 0]",5.0
1648,A2PN3GY7I3EKC1,B0002E2KPC,"[0, 0]",5.0
1649,A386KVFXZR6XL8,B0002E2KPC,"[0, 0]",5.0
1650,A1AUDW7X02EEPJ,B0002E2KPC,"[0, 0]",5.0
1651,A15BHBF0L0HV1F,B0002E2KPC,"[0, 1]",4.0
1652,ANADY67KNW4Z,B0002E2KPC,"[0, 0]",3.0
1653,A3LOJ2QHXITCF7,B0002E2KPC,"[0, 0]",5.0
1654,AM67EGOF8ACTY,B0002E2KPC,"[0, 0]",5.0
1655,A1GXJW4152V4LJ,B0002E2KPC,"[0, 0]",4.0
1656,A19NGYCQ1NCF3W,B0002E2KPC,"[0, 0]",5.0
1657,ALVO1A5UB8DG0,B0002E2KPC,"[0, 0]",3.0
1658,A2SH4497XM1HET,B0002E2KPC,"[1, 1]",5.0
1659,A38UFP5UJLYLMC,B0002E2KPC,"[0, 0]",5.0
1660,A31B0LYT2C92SN,B0002E2KPC,"[0, 0]",5.0
1661,A37KK1CLMULHE4,B0002E2KPC,"[0, 0]",4.0
1662,A2PDPIVN721PZ7,B0002E2S36,"[0, 0]",5.0
1663,A34O0KQV4QXWNQ,B0002E2S36,"[0, 0]",4.0
1664,A1YYGXVZA97XFO,B0002E2S36,"[0, 0]",5.0
1665,A15TYOEWBQYF0X,B0002E2S36,"[0, 0]",5.0
1666,AJO5UGNMFVDJN,B0002E2S36,"[0, 0]",5.0
1667,AS421KUEDNJ5V,B0002E2S36,"[0, 0]",5.0
1668,A2PTJ004ZPRVHX,B0002E2S36,"[0, 1]",3.0
1669,A9P4Q7KX35RS2,B0002E2S36,"[0, 0]",5.0
1670,A1URXSRV6WDHVY,B0002E2S36,"[1, 2]",5.0
1671,A2PX3NR1IVTXPG,B0002E2S36,"[0, 0]",5.0
1672,A2SPZP1PYXBR28,B0002E2S36,"[0, 0]",5.0
1673,A3K9OQPCI8UJE,B0002E2S36,"[0, 0]",5.0
1674,AKYDGCKCY7H9F,B0002E2S36,"[0, 1]",4.0
1675,ALVO1A5UB8DG0,B0002E2S36,"[0, 0]",5.0
1676,A1LQC225SE8UNI,B0002E2TTO,"[0, 0]",4.0
1677,A6LFRQ7HMWS1G,B0002E2TTO,"[1, 1]",5.0
1678,A3UFHRHJ82TL1W,B0002E2TTO,"[0, 0]",5.0
1679,A1BS6JMSKOYWC9,B0002E2TTO,"[0, 0]",4.0
1680,A2N4QZ92NBKJZZ,B0002E2TTO,"[0, 1]",3.0
1681,A202CZ4PJH83G4,B0002E2TTO,"[1, 1]",5.0
1682,A37T74W067OYPB,B0002E2VXS,"[0, 0]",5.0
1683,A1FCX548TD6DLP,B0002E2VXS,"[1, 1]",5.0
1684,A1LQC225SE8UNI,B0002E2VXS,"[1, 1]",4.0
1685,A38XYO1S5747MY,B0002E2VXS,"[1, 1]",5.0
1686,A1AGIP0FLI2VZW,B0002E2VXS,"[0, 0]",5.0
1687,A26SN2CVQM4FKM,B0002E2XCW,"[0, 0]",5.0
1688,A21DER2RMJIDX7,B0002E2XCW,"[0, 0]",5.0
1689,A1EUO0BU72JR7T,B0002E2XCW,"[0, 0]",5.0
1690,A20HEID734XSTW,B0002E2XCW,"[0, 0]",5.0
1691,A2R7B3MUR22USI,B0002E2XCW,"[0, 0]",5.0
1692,ATJQOAUHB5XB8,B0002E2XCW,"[0, 0]",5.0
1693,A3PL8ENSYWS1PZ,B0002E2XCW,"[0, 0]",5.0
1694,AJH2W783HOXZV,B0002E2XCW,"[0, 0]",5.0
1695,A3EXWV8FNSSFL6,B0002E2XCW,"[0, 0]",5.0
1696,A204ETWOV23HO4,B0002E2XCW,"[1, 1]",5.0
1697,A15TYOEWBQYF0X,B0002E2XCW,"[0, 0]",5.0
1698,A1VFUMY02HJIFY,B0002E2XCW,"[0, 0]",5.0
1699,A14HVB7CVCYTIY,B0002E2XCW,"[1, 1]",4.0
1700,A5RJ7TM82RH0I,B0002E2XCW,"[0, 0]",5.0
1701,A2VSNUK7YLRKRE,B0002E2XCW,"[0, 0]",5.0
1702,AJ3MI4QT7339J,B0002E2XCW,"[0, 0]",5.0
1703,A1CL807EOUPVP1,B0002E2XCW,"[0, 0]",5.0
1704,A15RRJL2HT44J4,B0002E2XCW,"[0, 0]",5.0
1705,A1HZRYGGNMOWRQ,B0002E2XCW,"[0, 0]",5.0
1706,A1NAA1R38JSNHV,B0002E2XCW,"[0, 0]",5.0
1707,AD4QZUGLI9OSK,B0002E2XCW,"[4, 5]",5.0
1708,A3FA334BIFOMRD,B0002E2XCW,"[0, 0]",4.0
1709,A1YA2BPU7CVNJD,B0002E2XCW,"[1, 1]",5.0
1710,AAON97IT5IHP2,B0002E2XCW,"[0, 0]",5.0
1711,APQTAELJ74I07,B0002E2XCW,"[0, 0]",5.0
1712,A2CARFAX5FNQT9,B0002E2XCW,"[0, 0]",5.0
1713,A2O2UE0UTPOB0Q,B0002E2XCW,"[0, 0]",5.0
1714,A2SPZP1PYXBR28,B0002E2XCW,"[0, 0]",5.0
1715,A2T372SGRFAWYP,B0002E2XCW,"[0, 1]",4.0
1716,A3NTAQ473SV08U,B0002E2XCW,"[0, 0]",5.0
1717,A2QPZKGUDE7RJ4,B0002E2XCW,"[5, 5]",5.0
1718,A2KKZHISX9YKMI,B0002E2XCW,"[0, 0]",5.0
1719,A1IDPIC36H49JX,B0002E2XCW,"[0, 0]",5.0
1720,A3NK6WKA7GKRZS,B0002E2XCW,"[0, 0]",5.0
1721,A2RVY2GDMZHH4,B0002E2XCW,"[0, 0]",5.0
1722,A35XRT4BW4I6UD,B0002E2XCW,"[0, 0]",5.0
1723,AHQTXJQX2584I,B0002E2XCW,"[0, 0]",5.0
1724,A1GXJW4152V4LJ,B0002E2XCW,"[0, 0]",4.0
1725,A1L2S18BTJE1BZ,B0002E2XCW,"[0, 0]",5.0
1726,A23AKO4BZLZ8DE,B0002E2XCW,"[0, 0]",5.0
1727,A2O52ICJCRQYVK,B0002E2XCW,"[0, 0]",5.0
1728,A2SNKWR5D203ZX,B0002E2XCW,"[0, 0]",5.0
1729,AM9EL9YBP070A,B0002E2XCW,"[0, 0]",3.0
1730,AXJ19189TLBLJ,B0002E2XCW,"[0, 0]",5.0
1731,A19AXCVXAM7NM2,B0002E2XCW,"[0, 0]",5.0
1732,AWKVQQZKTRFAL,B0002E2Z8Y,"[0, 0]",5.0
1733,A1LCG14GZJI5LO,B0002E2Z8Y,"[0, 8]",1.0
1734,A1YAAMQT5G88XE,B0002E2Z8Y,"[0, 0]",5.0
1735,A3EXWV8FNSSFL6,B0002E2Z8Y,"[4, 4]",5.0
1736,A1FO10Z93GKN33,B0002E2Z8Y,"[0, 0]",5.0
1737,A3USVXMH3QNRLG,B0002E2Z8Y,"[0, 0]",5.0
1738,A2VCXIAWCPQ13P,B0002E2Z8Y,"[13, 13]",4.0
1739,A1LI9W7A0CYOHV,B0002E2Z8Y,"[0, 0]",4.0
1740,A3D1A0YHTT0E9G,B0002E2Z8Y,"[0, 0]",5.0
1741,A3M4FU3WQWJHMP,B0002E37G8,"[0, 1]",4.0
1742,AZE83O4F1IJPR,B0002E37G8,"[0, 0]",5.0
1743,A1BTNPMESS99PL,B0002E37G8,"[5, 7]",5.0
1744,A1NRNLEASOU773,B0002E37G8,"[0, 0]",5.0
1745,A2J4GBHSDLP4DF,B0002E37G8,"[0, 1]",3.0
1746,A2C46HQIZLYJUC,B0002E37G8,"[0, 0]",5.0
1747,A2Y4PRG2HHOL3G,B0002E37MM,"[0, 0]",1.0
1748,A36OSNJ4YJSGEP,B0002E37MM,"[0, 0]",1.0
1749,A3M1PLEYNDEYO8,B0002E37MM,"[0, 0]",5.0
1750,AKDQ6O42VUK1U,B0002E37MM,"[0, 0]",5.0
1751,A1BD73IAW04XMZ,B0002E37MM,"[0, 0]",5.0
1752,A2A039TZMZHH9Y,B0002E382Q,"[0, 0]",5.0
1753,A1LS2UXHG1BYRG,B0002E382Q,"[0, 0]",5.0
1754,A1ZQVN0F0FURHH,B0002E382Q,"[0, 0]",5.0
1755,A3EXWV8FNSSFL6,B0002E382Q,"[25, 25]",5.0
1756,ACWH4WJMC5UFN,B0002E382Q,"[3, 4]",3.0
1757,A3RDS0DJ5EJGA7,B0002E3830,"[1, 2]",5.0
1758,ANZGC4YCEQC6W,B0002E3830,"[0, 0]",5.0
1759,A1MVH1WLYDHZ49,B0002E3830,"[0, 0]",5.0
1760,A1LS2UXHG1BYRG,B0002E3830,"[0, 1]",5.0
1761,A1F5HMIDLSR3EF,B0002E3830,"[0, 0]",5.0
1762,A1HTV2563HTSQV,B0002E3830,"[1, 1]",4.0
1763,A3EH9SDPD1FGEA,B0002E38AS,"[0, 0]",4.0
1764,A22Z554ZQ8NFPC,B0002E38AS,"[1, 2]",5.0
1765,A158NXQZK3SZ9N,B0002E38AS,"[0, 0]",4.0
1766,AWV58YYFEAUL0,B0002E38AS,"[0, 0]",5.0
1767,A30HTJ530SMRB7,B0002E38AS,"[0, 0]",5.0
1768,A20TFY5J3WNJU2,B0002E38AS,"[0, 0]",5.0
1769,A2GUE6E3DUYX03,B0002E38AS,"[0, 0]",5.0
1770,A2JZY5POMJADL1,B0002E38AS,"[0, 0]",5.0
1771,A3G6KKDMMFQQ5K,B0002E38AS,"[0, 0]",3.0
1772,A3HKX5UIDJ403N,B0002E38B2,"[0, 0]",5.0
1773,A1LS2UXHG1BYRG,B0002E38B2,"[0, 0]",5.0
1774,A19IFF0DGV0T3E,B0002E38B2,"[0, 0]",5.0
1775,A1F5HMIDLSR3EF,B0002E38B2,"[0, 0]",5.0
1776,AHCJAJO18KRP1,B0002E38B2,"[0, 0]",5.0
1777,ASEBPAY8IBNI2,B0002E38B2,"[0, 0]",5.0
1778,A1MH0P8PE6AT4P,B0002E38B2,"[0, 0]",5.0
1779,A1GMWTGXW682GB,B0002E38B2,"[0, 0]",5.0
1780,A2NYK9KWFMJV4Y,B0002E38B2,"[8, 8]",4.0
1781,AA4BAIDEDJI3,B0002E38B2,"[2, 2]",5.0
1782,A2H629SI5VJGRM,B0002E38B2,"[0, 0]",5.0
1783,A2F92AOWTIUIB,B0002E38B2,"[0, 0]",4.0
1784,A2R4YQNCYMS8M7,B0002E3A8S,"[0, 0]",5.0
1785,A1YAR5PTXNRA7X,B0002E3A8S,"[0, 0]",4.0
1786,A1LJXZC1RFW07C,B0002E3A8S,"[0, 0]",3.0
1787,A2QMNA0ZT6XMRR,B0002E3A8S,"[0, 0]",5.0
1788,ASJAKT8DJIAC5,B0002E3A8S,"[1, 2]",4.0
1789,A2F2L5F9OWWVY6,B0002E3B78,"[0, 0]",5.0
1790,AJCHGS1GND4OA,B0002E3B78,"[0, 0]",5.0
1791,A2YWZRHDA9KDS4,B0002E3B78,"[1, 1]",3.0
1792,A15RCM1I2ATTXJ,B0002E3B78,"[0, 0]",4.0
1793,A2DKLC2FJTY9OI,B0002E3B78,"[1, 1]",1.0
1794,A1YP96MT6W9FTB,B0002E3B78,"[41, 41]",5.0
1795,A34LQ791ACZ0JC,B0002E3B78,"[2, 2]",5.0
1796,A1BK0KBZBCB5V8,B0002E3B78,"[0, 0]",4.0
1797,A4XWMOFB1HY04,B0002E3B78,"[0, 0]",4.0
1798,A1H4EBBOM66MQ0,B0002E3B78,"[0, 0]",5.0
1799,A2U7DXDNYBBLQJ,B0002E3B78,"[1, 1]",4.0
1800,ABC68JUCPTVOE,B0002E3CHC,"[0, 0]",5.0
1801,A22Z554ZQ8NFPC,B0002E3CHC,"[2, 2]",5.0
1802,A146H4KN4LFR60,B0002E3CHC,"[0, 0]",5.0
1803,A13A81NN0NRD1S,B0002E3CHC,"[1, 1]",4.0
1804,A2Q6KC2KU2T0OL,B0002E3CHC,"[0, 0]",4.0
1805,A2G2DXPFZKG48W,B0002E3CHC,"[0, 0]",5.0
1806,ABKNRVFFLEA3M,B0002E3CHC,"[0, 0]",5.0
1807,A1LHMSY3Q46PJS,B0002E3CHC,"[5, 6]",5.0
1808,A3OXHLG6DIBRW8,B0002E3CHC,"[0, 0]",4.0
1809,A3EXWV8FNSSFL6,B0002E3CHC,"[0, 0]",5.0
1810,AZJPNK73JF3XP,B0002E3CHC,"[0, 0]",5.0
1811,A30J7WQV0ZNRXG,B0002E3CHC,"[0, 0]",5.0
1812,A2MVPY9XVYST9H,B0002E3CHC,"[0, 0]",5.0
1813,A3923UGIPX0QQM,B0002E3CHC,"[0, 0]",4.0
1814,A20OBCQWBKCGZT,B0002E3CHC,"[0, 0]",5.0
1815,A3AOPVQ7EZHTWA,B0002E3CHC,"[1, 1]",5.0
1816,A3M1PLEYNDEYO8,B0002E3CHC,"[0, 0]",5.0
1817,A1ZD690RCXOSB,B0002E3CHC,"[0, 0]",4.0
1818,A2UYE434RFINE,B0002E3CHC,"[0, 0]",5.0
1819,A56EP6FFRH1YT,B0002E3CHC,"[34, 34]",4.0
1820,AD4QZUGLI9OSK,B0002E3CHC,"[1, 1]",3.0
1821,A2JMJVNTBL7K7E,B0002E3CHC,"[1, 1]",3.0
1822,A31RULW0KNYJ5H,B0002E3CHC,"[0, 0]",5.0
1823,A2053ZJUGCKUA5,B0002E3CHC,"[0, 0]",5.0
1824,A2D0F87RY5YMHN,B0002E3CHC,"[0, 0]",5.0
1825,A1RPTVW5VEOSI,B0002E3CHC,"[0, 0]",5.0
1826,A22T4H0CPT6UJP,B0002E3CHC,"[1, 1]",5.0
1827,AMEZJVXMSEPY0,B0002E3CHC,"[0, 0]",4.0
1828,AEWYUPCNDV7HY,B0002E3CHC,"[0, 0]",5.0
1829,A1VQHH85U7PX0,B0002E3CHC,"[0, 0]",5.0
1830,A17A1KTVI3DG6U,B0002E3CHC,"[0, 0]",4.0
1831,A1YBZOWO2RBIUZ,B0002E3CHC,"[1, 1]",4.0
1832,AOMEH9W6LHC4S,B0002E3CHC,"[0, 0]",5.0
1833,A1HTV2563HTSQV,B0002E3CHC,"[0, 0]",4.0
1834,A356YVTEMDX69J,B0002E3CHC,"[0, 0]",3.0
1835,A1JOANG98KBFKU,B0002E3CHC,"[0, 0]",5.0
1836,A5SRLPK9A3LG,B0002E3CHC,"[1, 1]",4.0
1837,A2PBMCBT1R8TTL,B0002E3CHC,"[0, 0]",5.0
1838,A1GOLQ90G6MHK6,B0002E3CHC,"[0, 0]",5.0
1839,AR6CAR106LX2Y,B0002E3CHC,"[0, 0]",3.0
1840,A3MPMALWL0ERCA,B0002E3CHC,"[0, 0]",5.0
1841,ALHC64J88LVWO,B0002E3CHC,"[1, 1]",5.0
1842,A1WSFFFG0SL1XJ,B0002E3CHC,"[0, 0]",5.0
1843,A394SBIRC4A8S9,B0002E3CHC,"[2, 2]",3.0
1844,A37A41GWQFMK3D,B0002E3DGC,"[1, 1]",5.0
1845,A14HVB7CVCYTIY,B0002E3DGC,"[1, 1]",5.0
